page,table_id,col_1,col_2,col_3,col_4,col_5,col_6
30,1,2499110,,Kangirsuk,Nunavik – Ungava/Détroit d’Hudson,,
30,1,2499115,,Quaqtaq,Nunavik – Ungava/Détroit d’Hudson,,
30,1,2499120,,"Puvirnituq (anciennement
Povungnituk)",Nunavik (Qc) – Côte de la Baie d’Hudson,,
30,1,2499125,,Akulivik,Nunavik (Qc) – Côte de la Baie d’Hudson,,
30,1,2499130,,Kangiqsujuaq,Nunavik – Ungava/ Détroit d’Hudson,,
30,1,2499135,,Salluit,Nunavik – Ungava/ Détroit d’Hudson,,
30,1,2499140,,Ivujjivik,Nunavik (Qc) – Côte de la Baie d’Hudson,,
30,1,6104001,6204001,Sanikiluaq,Nunavut – Région de Qikiqtaaluq (Baffin),,
30,1,6104003,6204003,Iqaluit,Nunavut – Région de Qikiqtaaluq (Baffin),,
30,1,6104005,6204005,Kimmirut,Nunavut – Région de Qikiqtaaluq (Baffin),,
30,1,6104007,6204007,Cape Dorset (Kinngait),Nunavut – Région de Qikiqtaaluq (Baffin),,
30,1,6104009,6204009,"Pangnirtung
(Pangniqutuuq)",Nunavut – Région de Qikiqtaaluq (Baffin),,
30,1,6104010,6204010,Qikiqtarjuaq,Nunavut – Région de Qikiqtaaluq (Baffin),,
30,1,6104011,6204011,Sanirajak (Hall Beach),Nunavut – Région de Qikiqtaaluq (Baffin),,
30,1,6104012,6204012,Igloolik,Nunavut – Région de Qikiqtaaluq (Baffin),,
30,1,6104015,6204015,"Clyde River
(Kangiqtugaapik)",Nunavut – Région de Qikiqtaaluq (Baffin),,
31,1,6104018,6204018,Arctic Bay (Ikpiarjuk),Nunavut – Région de Qikiqtaaluq (Baffin),,
31,1,6104020,6204020,Pond Inlet (Mittimatalik),Nunavut – Région de Qikiqtaaluq (Baffin),,
31,1,6104022,6204022,Resolute (Qausuittuq),Nunavut – Région de Qikiqtaaluq (Baffin),,
31,1,6104025,6204025,Grise Fiord (Aujuittuq),Nunavut – Région de Qikiqtaaluq (Baffin),,
31,1,6104030,6204030,"Baffin unorg (non
comprise dans l’EAPA)",Nunavut – Région de Qikiqtaaluq (Baffin),,
31,1,6105014,6205014,Coral Harbour (Salliq),Nunavut – Région de Kivalliq (Keewatin),,
31,1,6105015,6205015,Arviat,Nunavut – Région de Kivalliq (Keewatin),,
31,1,6105016,6205016,Whale Cove (Tikirarjuaq),Nunavut – Région de Kivalliq (Keewatin),,
31,1,6105017,6205017,Rankin Inlet (Kangiqiniq),Nunavut – Région de Kivalliq (Keewatin),,
31,1,6105019,6205019,Chesterfield Inlet,Nunavut – Région de Kivalliq (Keewatin),,
31,1,6105023,6205023,Baker Lake (Qamanit’uaq),Nunavut – Région de Kivalliq (Keewatin),,
31,1,6105027,6205027,Repulse Bay (Naujaat),Nunavut – Région de Kivalliq (Keewatin),,
31,1,6105033,6205033,"Keewatin, territoire non
organisé",Nunavut – Région de Kivalliq (Keewatin),,
31,1,6108047,6208047,Kugaaruk (Pelly Bay),Nunavut – Région de Kitikmeot,,
31,1,6108059,6208059,Kugluktuk (Coppermine),Nunavut – Région de Kitikmeot,,
31,1,6108065,6208065,Bathurst Inlet (Kingoak),Nunavut – Région de Kitikmeot,,
31,1,6108068,6208068,"Umingmatok (Bay
Chimo, toujours ainsi
pour Postes Canada)",Nunavut – Région de Kitikmeot,,
31,1,6108073,6208073,"Cambridge Bay
(Iqaluktuuttiaq)",Nunavut – Région de Kitikmeot,,
31,1,6108081,6208081,Gjoa Haven (Uqsuquqtuuq),Nunavut – Région de Kitikmeot,,
31,1,6108087,6208087,Taloyoak (Spence Bay),Nunavut – Région de Kitikmeot,,
31,1,6108098,6208098,"Kitikmeot, territoire non
organisé",Nunavut – Région de Kitikmeot,,
31,1,6107014,,Paulatuk,Inuvialuit (T.N.-O.),,
31,1,6107017,,Inuvik,Inuvialuit (T.N.-O.),,
31,1,6107025,,Aklavik,Inuvialuit (T.N.-O.),,
31,1,6107036,,Tuktoyatuk,Inuvialuit (T.N.-O.),,
31,1,6107041,,Sachs Harbour (Ikahuak),Inuvialuit (T.N.-O.),,
31,1,6108095,6107095,"Holman (Ulakhaktok en
date d’avril 2006 ; la SDR
est désormais 6107095)",Inuvialuit (T.N.-O.),,
32,1,Variables du recensement (1996),,,,,
32,1,"Ratio emploi-population (population âgée de
15 à 64 ans)","Quartile supérieur des collectivités : ratio de
65% et plus",,,,
32,1,"Fréquentation scolaire des jeunes âgés de 15
à 24 ans",Quartile supérieur : 51 % et plus,,,,
32,1,Variables de l’EAPA (2001),,,,,
32,1,"Nature – Résidents ayant passé un mois
ou plus dans la nature au cours de l’année
précédente","Point de découpage au quartile supérieur :
toute valeur supérieure à 10 %",,,,
32,1,"Consommation excessive d’alcool – Une
personne qui s’adonne à une consommation
excessive d’alcool consomme cinq verres
d’alcool ou plus en une même occasion, une
fois par semaine ou davantage. Veuillez noter
que la proportion que représente ce groupe
de personnes a été calculée en fonction
de la population totale de la collectivité, et
non seulement en fonction du nombre de
personnes qui boivent de l’alcool.","Point de découpage au quartile supérieur :
13 % ou plus de personnes s’adonnant
fréquemment à la consommation excessive
d’alcool",,,,
32,1,"Bénévolat – Résidents ayant fait du b énévolat
au cours de l’année précédente pour (a) un
organisme communautaire ou (b) un
évènement dans la collectivité.","Point de découpage au quartile supérieur :
valeurs de 65 % et plus",,,,
32,1,"Résidents satisfaits des installations
récréatives de la collectivité.","Point de découpage au quartile supérieur :
valeurs de 79 % et plus",,,,
32,1,"Liens familiaux – Résidents décrivant leurs
liens avec d’autres membres de leur famille
vivant dans la collectivité comme « étroits » ou
« très étroits ».","Point de découpage au quartile supérieur :
valeurs de 82 % et plus",,,,
32,1,Langue inuite parlée à la maison.,"Point de découpage établi à 85 %
Le point de découpage au quartile supérieur
correspondrait à 95 %, ce qui est trop élevé.
Lorsqu’on choisit plutôt 85 %, on inclut
26 des 51 SDR qui présentent des valeurs pour
cette variable. Les proportions reposent sur la
population totale de la collectivité.",,,,
32,1,"Résidents qui estiment qu’il y a un problème de
suicide au sein de leur collectivité.","Point de découpage au quartile supérieur :
valeurs de 85 % et plus",,,,
32,1,"Résidents qui estiment qu’il y a un problème de
chômage au sein de leur collectivité.","Point de découpage établi à 90 %
Le quartile supérieur serait 94 %. Si l’on
utilise plutôt 90 %, on obtient 25 collectivités
se situant au-delà du point de découpage.",,,,
33,1,"Résidents qui estiment qu’il y a un problème
de violence familiale au sein de
leur collectivité.","Point de découpage au quartile supérieur :
valeurs de 74 % et plus",,,,
33,1,"Résidents qui estiment qu’il y a un problème
d’abus sexuel au sein de leur collectivité.","Point de découpage au quartile supérieur :
valeurs de 70 % et plus",,,,
33,1,"Résidents qui estiment qu’il y a un problème
d’abus de drogues au sein de
leur collectivité.","Point de découpage au quartile supérieur :
valeurs de 85 % et plus",,,,
33,1,"Résidents qui estiment qu’il y a un problème
de consommation d’alcool au sein de leur
collectivité.","Point de découpage au quartile supérieur :
valeurs de 88 % et plus",,,,
33,1,"Résidents satisfaits des possibilités d ’emploi
dans leur collectivité.","Point de découpage au quartile supérieur :
valeurs de 55 % et plus",,,,
33,1,"Ménages qui comprennent au moins un
exploitant (une personne qui chasse, pêche
ou cueille des petits fruits sauvages ou des
mollusques et crustacés).","Point de découpage à la médiane : valeurs de
85 % et plus
Le nombre de ménages dans le groupe était
insuffisant lorsque le point de découpage
était le quartile supérieur.",,,,
33,1,"Ménages où la moitié de la viande
consommée provient de la chasse sur
le territoire.","Point de découpage à la médiane : valeurs de
36 % et plus
Le nombre de ménages dans le groupe était
insuffisant lorsque le point de découpage
était le quartile supérieur.",,,,
