page,table_id,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
8,1,PEuLH,2,40,3,34,12,4,1,,
8,1,GuA/otAMArI,2,47,3,11,10,3,1,,
8,1,yoruBA,7,58,10,10,12,8,8,,
8,1,AutrES/BénIn,24,50,27,41,6,8,14,,
8,1,AutrES/AFrIquE,42,83,49,10,14,20,43,,
8,1,totAL,5,46,7,17,4,17,12,,
9,1,Département,Groupe ethnique,,,,,,,,,,Français
9,1,,"Adja et
apparentés","Fon et
apparentés","Batonum et
apparentés","dendi et
apparentés","yoa/Lokpa et
apparentés",Peulh,"Gua/otamari
et apparentés","yoruba et
apparentés","Autres
ethnies
du Bénin","Ethnies
d’Afrique",
9,1,ALIBorI,"-0,1","-0,2","0,1","2,8","-0,1","-0,3","-0,2","-0,2","-1,9","0,0","0,1"
9,1,AtAcorA,"-0,1","-0,1","0,1","1,0","-0,4","-0,1","0,2","-0,2","-0,6","-0,1","0,3"
9,1,AtLAntIquE,"-3,6","5,4","-0,2","0,0","-0,2","0,0","-0,1","-1,8","-0,1","-0,2","0,8"
9,1,BorGou,"-0,1","-0,1","-0,6","1,7","-0,5","-0,1","-0,2","-0,3","-0,4","-0,1","0,3"
9,1,coLLInES,"-0,2","-0,1","-0,1","-0,1","-0,1","-0,1","0,0","0,6","0,0","0,0","0,1"
9,1,couFFo,"-0,3","0,4","0,0","0,0","0,0","0,0","0,0","-0,1","0,0","0,0","0,0"
9,1,donGA,"-2,9","-0,1","-0,9","4,5","0,7","-0,6","-0,8","-0,2","-1,0","0,0","0,2"
9,1,LIttorAL,"-4,6","4,8","-0,3","0,0","-0,4","0,1","-0,2","-3,3","-0,3","-1,1","3,3"
9,1,Mono,"1,5","-0,7","0,0","0,0","0,0","0,1","0,0","-0,4","0,0","-0,6","0,2"
9,1,ouéMé,"-0,1","2,6","-0,1","-0,2","0,0","-0,1","-0,9","0,6","0,2","0,6","0,1"
9,1,PLAtEAu,"0,0","0,0","0,0","-0,1","0,0","0,0","0,3","-0,1","0,0","0,1","0,0"
9,1,Zou,"-0,7","1,1","0,0","0,0","-0,1","0,0","-0,0","-0,4","0,0","-0,0","0,0"
9,1,BénIn,"-1,3","1,4","-0,2","0,7","-0,2","-0,1","-0,1","-0,7","-0,3","-0,2","0,5"
9,1,"rapport (en %)
effectif locuteurs
/effectif ethnique","-15,3","18,2","-1,2","6,1","-2,1","-1,0","-1,8","-10,0","-5,5","-1,6","8,1"
12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,,,,,,,,,,
13,1,,,,,,,,,,
13,1,,,,,,,,,,
13,1,,,,,,,,,,
13,1,,,,,,,,,,
13,1,,,,,,,,,,
13,1,,,,,,,,,,
13,1,,,,,,,,,,
13,1,,,,,,,,,,
13,1,,,,,,,,,,
14,1,,Même ethnie cM,,Ethnie différente cM,,EnSEMBLE,,,,
14,1,,Effectif,%,Effectif,%,Effectif,%,Population département,,
14,1,ALIBorI,79,"0,01",938,"0,18",1 017,"0,12",864 900,,
14,1,AtAcorA,287,"0,04",2 198,"0,48",2 485,"0,32",779 511,,
14,1,AtLAntIquE,772,"0,05",10 579,"1,27",11 351,"0,81",1 405 029,,
14,1,BorGou,327,"0,03",4 021,"0,56",4 348,"0,36",1 218 653,,
14,1,coLLInES,30,"0,00",478,"0,11",508,"0,07",711 243,,
14,1,couFFo,0,"0,00",282,"0,06",282,"0,04",740 615,,
14,1,donGA,178,"0,03",951,"0,30",1 129,"0,21",543 009,,
14,1,LIttorAL,3 390,"0,50",22 080,"5,65",25 470,"3,76",677 969,,
14,1,Mono,139,"0,03",878,"0,31",1 017,"0,20",502 248,,
14,1,ouéMé,684,"0,06",7 053,"1,30",7 737,"0,71",1 093 576,,
14,1,PLAtEAu,30,"0,00",817,"0,22",847,"0,14",622 397,,
14,1,Zou,50,"0,01",232,"0,05",282,"0,03",849 606,,
14,1,BénIn,5 969,"0,06",50 505,"0,86",56 474,"0,56",10 008 750,,
17,1,,Nationalité (N),Langue (L),(N) – (L),Département,Population,,,,
17,1,Adja et apparentés,1 525 310,1 425 184,-100 126,ALIBorI,864 900,,,,
17,1,Fon et apparentés,3 857 512,3 993 068,135 556,AtAcorA,779 511,,,,
17,1,Batonum et apparentés,968 013,949 554,-18 459,AtLAntIquE,1 405 029,,,,
17,1,dendi et apparentés,318 137,374 608,56 471,BorGou,1 218 653,,,,
17,1,yoa/Lokpa et apparentés,456 687,411 157,-45 530,coLLInES,711 243,,,,
17,1,Peulh/Peul et apparentés,882 642,874 100,-8 542,couFFo,740 615,,,,
17,1,Gua/otamari et apparentés,625 174,614 220,-10 954,donGA,543 009,,,,
17,1,yoruba,1 206 850,1 134 140,-72 710,LIttorAL,677 969,,,,
17,1,Autres ethnies du Bénin,108 870,92 249,-16 621,Mono,502 248,,,,
17,1,Ethnies d’Afrique,44 292,26 458,-17 834,ouéMé,1 093 576,,,,
17,1,Français,5 969,86 490,80 521,PLAtEAu,622 397,,,,
17,1,Autres ethnies étrangères,7 744,9 924,2 180,Zou,849 606,,,,
17,1,non déterminé,1 556,17 604,16 048,BénIn,10 008 756,,,,
17,1,totAL (BénIn),10 008 756,10 008 756,0,,,,,,
18,1,"Groupe
ethnolinguistique",Même ethnie que CM,,,Ethnie différente du CM,,,Ensemble,,
18,1,,"Langue ethnie
(effectif et %)",,"taux
assimilation","Langue ethnique
(effectif et %)",,"taux
assimilation","Parle langue ethnique
(effectif et %)",,"taux
assimilation"
18,1,AdJA,1 303 446,"90,70","9,30",33 515,"37,99","62,01",1 336 961,"87,65","12,35"
18,1,Fon,3 627 272,"97,54","2,46",98 482,"70,99","29,01",3 725 754,"96,58","3,42"
18,1,BAtonnun,899 674,"95,86","4,14",17 982,"60,89","39,11",917 656,"94,80","5,20"
18,1,dEndI,291 799,"96,48","3,52",9 387,"59,79","40,21",301 186,"94,67","5,33"
18,1,yoA/LoKPA,387 655,"89,45","10,55",10 022,"42,95","57,05",397 677,"87,08","12,92"
18,1,PEuLH,850 477,"97,83","2,17",7 950,"59,58","40,42",858 427,"97,26","2,74"
18,1,GuA/otAMArI,598 408,"97,63","2,37",6 453,"52,76","47,24",604 861,"96,75","3,25"
18,1,yoruBA,1 061 597,"92,85","7,15",26 487,"41,68","58,32",1 088 084,"90,16","9,84"
18,1,AutrES/BénIn,72 353,"76,04","23,96",6 919,"50,43","49,57",79 272,"72,81","27,19"
18,1,AutrES/AFrIquE,21 332,"57,55","42,45",1 249,"17,28","82,72",22 581,"50,98","49,02"
18,1,FrAnÇAIS,3 747,"96,18","3,82",1 834,"88,47","11,53",5 581,"93,50","6,50"
18,1,étrAnGErS,6 523,"92,79","7,21",456,"63,87","36,13",6 979,"90,12","9,88"
18,1,non détErMIné,0,"0,00","100,00",228,"100,00","0,00",228,"14,65","85,35"
18,1,totAL,9 124 283,"95,04","4,96",220 964,"54,08","45,92",9 345 247,"93,37","6,63"
19,1,,Cotonou- Porto-Novo,,Bohicon-Abomey,,Parakou,,Djougou,,
19,1,,Population,Assimilés,Population,Assimilés,Population,Assimilés,Population,Assimilés,
19,1,AdJA,263 588,35 567,8 615,903,7 009,1 785,1 566,555,
19,1,Fon,1 182 076,169 765,243 376,8 277,42 198,4 748,3 381,625,
19,1,BAtonnun,7 762,1 101,634,99,75 225,4 627,6 505,329,
19,1,dEndI,30 153,4 786,1 279,238,44 559,20 124,62 159,23 510,
19,1,yoA/LoKPA,22 620,1 952,595,80,11 936,576,135 844,3 094,
19,1,PEuLH,7 117,2 408,2 576,306,9 249,387,35 131,328,
19,1,GuA/otAMArI,4 224,467,288,20,14 909,427,16 575,179,
19,1,yoruBA,102 726,10 211,4 075,506,37 341,3 152,3 590,279,
19,1,AutrES/BénIn,19 785,8 068,2171,139,3 093,258,942,129,
19,1,AutrES/AFrIquE,14 713,1 539,417,60,992,199,328,140,
19,1,FrAnÇAIS,58 443,54 369,279,269,5 590,5 402,715,665,
19,1,étrAnGErS,8 754,2 410,40,10,40,40,50,10,
19,1,non détErMIné,1 686,1 537,178,148,189,189,1 219,1 209,
19,1,totAL,1 723 647,294 180,264 523,11 055,252 330,41 914,268 005,31 052,
20,1,Département,"Même ethnie que
CM",,"Ethnie différente
de celle du CM",,Ensemble,,Population recensée,,
20,1,,Effectif,%,Effectif,%,Effectif,%,,,
20,1,ALIBorI,79,"0,01",938,"0,18",1 017,"0,12",864 900,,
20,1,AtAcorA,287,"0,04",2 198,"0,48",2 485,"0,32",779 511,,
20,1,AtLAntIquE,772,"0,05",10 579,"1,27",11 351,"0,81",1 405 029,,
20,1,BorGou,327,"0,03",4 021,"0,56",4 348,"0,36",1 218 653,,
20,1,coLLInES,30,"0,00",478,"0,11",508,"0,07",711 243,,
20,1,couFFo,0,"0,00",282,"0,06",282,"0,04",740 615,,
20,1,donGA,178,"0,03",951,"0,30",1 129,"0,21",543 009,,
20,1,LIttorAL,3 390,"0,50",22 080,"5,65",25 470,"3,76",677 969,,
20,1,Mono,139,"0,03",878,"0,31",1 017,"0,20",502 248,,
20,1,ouéMé,684,"0,06",7 053,"1,30",7 737,"0,71",1 093 576,,
20,1,PLAtEAu,30,"0,00",817,"0,22",847,"0,14",622 397,,
20,1,Zou,50,"0,01",232,"0,05",282,"0,03",849 606,,
20,1,BénIn,5 969,"0,06",50 505,"0,86",56 474,"0,56",10 008 756,,
20,2,Département,Population,Parle français,Pourcentage parle français,,,,,,
20,2,ALIBorI,864 900,1 017,"0,1",,,,,,
20,2,AtAcorA,779 511,2 485,"0,3",,,,,,
20,2,AtLAntIquE,1 405 029,11 351,"0,8",,,,,,
20,2,BorGou,1 218 653,4 348,"0,4",,,,,,
20,2,coLLInES,711 243,508,"0,1",,,,,,
20,2,couFFo,740 615,282,"0,0",,,,,,
20,2,donGA,543 009,1 129,"0,2",,,,,,
20,2,LIttorAL,677 969,25 470,"3,8",,,,,,
20,2,Mono,502 248,1 017,"0,2",,,,,,
20,2,ouéMé,1 093 576,7 737,"0,7",,,,,,
20,2,PLAtEAu,622 397,847,"0,1",,,,,,
20,2,Zou,849 606,282,"0,0",,,,,,
20,2,BénIn,10 008 750,56 474,"0,6",,,,,,
21,1,,"Adja et
apparentés","Fon et
apparentés","Batonum et
apparentés","Dendi et
apparentés","Yoa et Lokpa
et apparentés","Peulh
ou Peul","Gua/Otamari
et apparentés","Yoruba et
apparentés","Autres ethnies
du Bénin","Ethnies
d’Afrique",Français
21,1,ALIBorI,-545,-1 471,655,23 959,-733,-2 151,-1 428,-1 853,-16 073,-178,938
21,1,AtAcorA,-476,-645,585,7 415,-2 874,-1 061,1 469,-1 804,-4 252,-565,2 198
21,1,AtLAntIquE,-51 189,75 748,-2 061,-505,-2 349,-50,-1 596,-25 743,-664,"-2 537,00",10 579
21,1,BorGou,-1 150,-1 150,-7 496,20 718,-5 621,-1 526,-1 804,-3 449,-4 409,"-914,00",4 021
21,1,coLLInES,-1 447,-714,-357,-862,-1 031,-1 021,-19,4 183,228,"-178,00",478
21,1,couFFo,-2 300,2 973,-10,-50,-119,30,20,-1 021,-227,"-90,00",282
21,1,donGA,-15 811,-377,-4 897,24 583,3 977,-3 083,-4 253,-1 269,-5 422,-149,951
21,1,LIttorAL,-31 165,32 256,-2 300,-486,-2 874,803,-1 001,-22 373,-1 814,"-7 533,00",22 080
21,1,Mono,7 404,-3 688,-148,-168,-188,366,-30,-1 824,-189,"-3 133,00",878
21,1,ouéMé,-27 746,28 836,-1 051,-496,-2 012,317,-843,-9 580,5 987,"-2 369,00",7 053
21,1,PLAtEAu,-2 300,248,-69,-79,-406,40,-20,1 675,-407,"-29,00",817
21,1,Zou,-5 481,9 467,-308,-158,-387,119,-199,-3 212,-337,"-159,00",232
21,1,EnSEMBLE,-132 206,141 483,-17 457,73 871,-14 617,-7 217,-9 704,-66 270,-27 579,-17 834,"50 508,5"
21,1,"Effectif
ethnique
national",864 900,779 511,1 405 029,1 218 653,711 243,740 615,543 009,677 963,502 248,1 093 576,622 397
21,1,EnSEMBLE,"-15,29","18,15","-1,24","6,06","-2,06","-0,97","-1,79","-9,77","-5,49","-1,63","8,12"
21,1,BénIn,"-1,32","1,41","-0,17","0,74","-0,15","-0,07","-0,10","-0,66","-0,28","-0,18","0,50"
21,1,,1E+07,1E+07,1E+07,1E+07,1E+07,1E+07,1E+07,10 008 750,10 008 750,10 008 750,1E+07
