page,table_id,col_1,col_2,col_3,col_4,col_5,col_6,col_7
18,1,,"Le père a une
connaissance
du français","Le père
n’a aucune
connaissance
du français","La mère a une
connaissance
du français","La mère
n’a aucune
connaissance
du français",,
18,1,Québec,"84,7","61,6","67,8","34,5",,
18,1,"Reste du
Canada","63,4","30,3","40,4","10,2",,
20,1,"Lieu de
résidence","Type de transmission
et type de couple",1991,1996,2001,2006,2011
20,1,Québec,Langue maternelle,,,,,
20,1,,exogame maternelle,"78,6","80,3","80,8","81,2","82,5"
20,1,,exogame paternelle,"54,8","58,1","59,7","60,6","64,8"
20,1,,endogame,"99,7","99,6","99,6","99,4","99,5"
20,1,,ensemble,"97,3","97,4","97,2","96,6","96,8"
20,1,,Langue parlée à la maison,,,,,
20,1,,exogame maternelle,--,--,"89,0","89,9","90,0"
20,1,,exogame paternelle,--,--,"80,9","82,8","84,5"
20,1,,endogame,--,--,"99,7","99,8","99,7"
20,1,,ensemble,--,--,"98,5","98,4","98,3"
20,1,,Langue connue,,,,,
20,1,,exogame maternelle,"94,3","94,7","95,3","95,2","95,4"
20,1,,exogame paternelle,"88,8","89,4","91,5","91,1","91,5"
20,1,,endogame,"99,9","99,9","99,9","99,9","99,9"
20,1,,ensemble,"99,3","99,3","99,4","99,2","99,2"
21,1,"Lieu de
résidence","Type de transmission
et type de couple",1991,1996,2001,2006,2011
21,1,"Reste du
Canada",Langue maternelle,,,,,
21,1,,exogame maternelle,"23,0","27,2","29,6","34,1","38,6"
21,1,,exogame paternelle,"10,1","12,3","12,9","15,0","19,3"
21,1,,endogame,"91,2","91,8","91,6","91,9","91,0"
21,1,,ensemble,"49,0","49,0","48,3","47,8","49,7"
21,1,,Langue parlée à la maison,,,,,
21,1,,exogame maternelle,--,--,"36,6","45,1","50,0"
21,1,,exogame paternelle,--,--,"23,2","29,2","34,6"
21,1,,endogame,--,--,"89,8","91,8","90,7"
21,1,,ensemble,--,--,"52,9","56,1","58,5"
21,1,,Langue connue,,,,,
21,1,,exogame maternelle,"42,6","48,7","51,1","55,2","59,3"
21,1,,exogame paternelle,"32,0","36,7","37,4","40,4","45,6"
21,1,,endogame,"93,0","93,8","93,1","94,5","92,7"
21,1,,ensemble,"61,5","63,5","63,0","64,0","65,9"
23,1,Variable,Valeur,Modèle 1,Modèle 2,Modèle 3,,
23,1,"Parents de
langue
maternelle
non officielle*",mère et père allophones,"0,118","0,246","0,250",,
23,1,,père allophone seulement,"0,264","0,502","0,497",,
23,1,,mère allophone seulement,"0,185","0,376","0,406",,
23,1,,aucun des deuxa,1,1,1,,
23,1,"Groupe d’âge
de la mère à
la naissance
de l’enfant",15 à 24 ans,"0,843","0,741","0,757",,
23,1,,25 à 29 ansa,1,1,1,,
23,1,,30 à 34 ans,"0,883","1,000","0,968",,
23,1,,35 à 39 ans,"0,617","0,789","0,750",,
23,1,,40 ans et plus,"0,446","0,621","0,588",,
23,1,Sexe de l’enfant,fille,"1,053","1,028","1,025",,
23,1,,garçona,1,1,1,,
23,1,"Groupe d’âge
de l’enfant",3 à 5 ansa,1,1,1,,
23,1,,6 à 11 ans,"1,180","1,162","1,176",,
23,1,"Nombre
d’enfants
mineurs dans
la famille",1,"0,985","0,830","0,838",,
23,1,,2a,1,1,1,,
23,1,,3,"0,724","0,851","0,849",,
23,1,,4 et plus,"0,474","0,649","0,690",,
23,1,"Autres adultes
dans le ménage",aucun autre adultea,,1,1,,
23,1,,"adultes majoritairement de
langue maternelle française",,"0,932","0,929",,
23,1,,"adultes majoritairement de
langue maternelle autre que
le français",,"0,645","0,654",,
23,1,"Autres enfants
dans le ménageb",aucun autre enfanta,,1,1,,
23,1,,"enfant majoritairement de
langue maternelle française",,"2,564","2,680",,
23,1,,"enfant majoritairement de
langue maternelle autre que
le français",,"0,077","0,079",,
23,1,"Part de la population de langue maternelle
française dans la SDR (%)c",,,"1,041","1,043",,
23,1,"Part de la population universitaire dans la SDR
(%)c",,,,"1,030",,
24,1,Variable,Valeur,Modèle 1,Modèle 2,Modèle 3,,
24,1,"Revenu relatif des familles francophones dans
la SDRc",,,,"1,786",,
24,1,"Part de la population née au Québec dans
la SDR (%)c",,,,"1,012",,
24,1,"Part de la population immigrante dans la SDR
(%)c",,,,"0,984",,
24,1,pseudo r2,,"0,086","0,195","0,206",,
25,1,Variable,Valeur,"Modèle
1","Modèle
2","Modèle
3","Modèle
4",
25,1,"Type de
famille","exogame maternelle, français
connu par le pèrea",1,1,1,1,
25,1,,"exogame maternelle, français
non connu par le père","0,244","0,245","0,283","0,306",
25,1,,"exogame paternelle, français
connu par la mère","0,394","0,383","0,376","0,383",
25,1,,"exogame paternelle, français
non connu par la mère","0,064","0,063","0,072","0,078",
25,1,"Parents de
langue
maternelle
non officielle",mère et père allophones,,"1,089","1,336","1,207",
25,1,,père allophone seulement,,"1,223","1,377","1,286",
25,1,,mère allophone seulement,,"1,438","1,662","1,557",
25,1,,aucun des deuxa,,1,1,1,
25,1,"Groupe d’âge
de la mère à la
naissance de
l’enfant",15 à 24 ans,,"0,830","0,780","0,809",
25,1,,25 à 29 ansa,,1,1,1,
25,1,,30 à 34 ans,,"1,067","1,136","1,085",
25,1,,35 à 39 ans,,"1,017","1,132","1,052",
25,1,,40 ans et plus,,"0,948","1,087","1,005",
25,1,"Sexe de
l’enfant",fille,,"1,070","1,071","1,068",
25,1,,garçona,,1,1,1,
25,1,"Groupe d’âge
de l’enfant",3 à 5 ansa,,1,1,1,
25,1,,6 à 11 ans,,"1,022","1,019","1,022",
25,1,"Nombre
d’enfants
mineurs dans
la famille",1,,"0,944","0,922","0,926",
25,1,,2a,,1,1,1,
25,1,,3,,"0,884","0,910","0,918",
25,1,,4 et plus,,"0,695","0,718","0,752",
25,1,"Autres adultes
dans le
ménage",aucun autre adultea,,,1,1,
25,1,,"adultes majoritairement de
langue maternelle française",,,"1,376","1,366",
25,1,,"adultes majoritairement de
langue maternelle autre que
le français",,,"0,727","0,700",
26,1,Variable,Valeur,"Modèle
1","Modèle
2","Modèle
3","Modèle
4",
26,1,"Autres enfants
dans le
ménageb",aucun autre enfanta,,,1,1,
26,1,,"enfant majoritairement de
langue maternelle française",,,"1,892","1,983",
26,1,,"enfant majoritairement de
langue maternelle autre que
le français",,,"0,478","0,496",
26,1,"Part de la population de langue maternelle
française dans la SDR (%)c",,,,"1,019","1,020",
26,1,"Part de la population universitaire dans la
SDR (%)c",,,,,"1,018",
26,1,"Revenu relatif des familles francophones dans
la SDRc",,,,,"1,358",
26,1,"Part de la population née au Québec dans
la SDR (%)c",,,,,"0,997",
26,1,"Part de la population immigrante dans la SDR
(%)c",,,,,"1,001",
26,1,pseudo r2,,"0,123","0,127","0,148","0,154",
30,1,Variable,Valeur,"Modèle
1","Modèle
2","Modèle
3","Modèle
4",
30,1,"Type de
famille","exogame maternelle, français
connu par le pèrea",1,1,1,1,
30,1,,"exogame maternelle, français
non connu par le père","0,272","0,315","0,354","0,354",
30,1,,"exogame paternelle, français
connu par la mère","0,391","0,355","0,332","0,331",
30,1,,"exogame paternelle, français
non connu par la mère","0,093","0,086","0,086","0,086",
30,1,"Parents de
langue
maternelle
non officielle",mère et père allophones,,"1,973","2,649","2,365",
30,1,,père allophone seulement,,"2,423","2,645","2,480",
30,1,,mère allophone seulement,,"2,831","3,081","2,924",
30,1,,aucun des deuxa,,1,1,1,
30,1,"Groupe d’âge
de la mère à la
naissance de
l’enfant",15 à 24 ans,,"0,968","0,934","0,942",
30,1,,25 à 29 ansa,,1,1,1,
30,1,,30 à 34 ans,,"0,816","0,915","0,907",
30,1,,35 à 39 ans,,"0,691","0,837","0,826",
30,1,,40 ans et plus,,"0,685","0,877","0,862",
30,1,"Sexe de l’en-
fant",fille,,"1,075","1,085","1,087",
30,1,,garçona,,1,1,1,
30,1,"Groupe d’âge
de l’enfant",3 à 5 ansa,,1,1,1,
30,1,,6 à 11 ans,,"0,879","0,892","0,897",
30,1,"Nombre
d’enfants
mineurs dans
la famille",1,,"1,141","1,119","1,110",
30,1,,2a,,1,1,1,
30,1,,3,,"0,902","0,943","0,946",
30,1,,4 et plus,,"0,655","0,658","0,664",
30,1,"Autres adultes
dans le
ménage",aucun autre adultea,,,1,1,
30,1,,"adultes majoritairement de
langue maternelle française",,,"1,384","1,397",
30,1,,"adultes majoritairement de
langue maternelle autre que
le français",,,"0,754","0,751",
31,1,Variable,Valeur,"Modèle
1","Modèle
2","Modèle
3","Modèle
4",
31,1,"Autres enfants
dans le
ménageb",aucun autre enfanta,,,1,1,
31,1,,"enfant majoritairement de
langue maternelle française",,,"2,702","2,728",
31,1,,"enfant majoritairement de
langue maternelle autre que
le français",,,"0,326","0,336",
31,1,"Part de la population de langue maternelle
française dans la SDR (%)c",,,,"1,027","1,035",
31,1,"Part de la population universitaire dans
la SDR (%)c",,,,,"1,000",
31,1,"Revenu relatif des familles francophones dans
la SDRc",,,,,"1,682",
31,1,"Part de la population née au Québec dans
la SDR (%)c",,,,,"0,995",
31,1,"Part de la population immigrante dans la SDR
(%)c",,,,,"1,014",
31,1,pseudo r2,,"0,064","0,103","0,158","0,161",
32,1,Variable,Valeur,"Canada hors
Québec",,Québec,,
32,1,,,"modèle
1","modèle
2","modèle
1","modèle
2",
32,1,"Type de
famille","exogame maternelle, français
connu par le pèrea",1,1,1,1,
32,1,,"exogame maternelle, français
non connu par le père","0,326","0,556","0,287","0,512",
32,1,,"exogame paternelle, français
connu par la mère","0,566","0,999","0,526","1,012",
32,1,,"exogame paternelle, français
non connu par la mère","0,145","0,381","0,126","0,424",
32,1,"Parents de
langue
maternelle
non officielle",mère et père allophones,"0,514","0,341","1,528","0,991",
32,1,,père allophone seulement,"0,904","0,674","1,815","0,786",
32,1,,mère allophone seulement,"1,083","0,912","2,483","1,363",
32,1,,aucun des deuxa,1,1,1,1,
32,1,"Groupe d’âge
de la mère à
la naissance
de l’enfant",15 à 24 ans,"0,742","0,799","0,928","0,987",
32,1,,25 à 29 ansa,1,1,1,1,
32,1,,30 à 34 ans,"1,037","0,992","0,960","1,035",
32,1,,35 à 39 ans,"0,977","0,942","0,919","1,031",
32,1,,40 ans et plus,"0,860","0,815","0,894","0,976",
33,1,Variable,Valeur,"Canada hors
Québec",,Québec,,
33,1,,,"modèle
1","modèle
2","modèle
1","modèle
2",
33,1,"Sexe de
l’enfant",fille,"1,165","1,193","1,200","1,127",
33,1,,garçona,1,1,1,1,
33,1,"Groupe d’âge
de l’enfant",3 à 5 ansa,1,1,1,1,
33,1,,6 à 11 ans,"1,243","1,403","1,314","1,670",
33,1,"Nombre
d’enfants
mineurs dans
la famille",1,"0,931","0,984","1,010","0,982",
33,1,,2a,1,1,1,1,
33,1,,3,"0,865","0,852","0,870","0,865",
33,1,,4 et plus,"0,626","0,620","0,510","0,520",
33,1,"Autres adultes
dans le
ménage",aucun autre adultea,1,1,1,1,
33,1,,"adultes majoritairement de
langue maternelle française","1,326","1,161","1,149","1,313",
33,1,,"adultes majoritairement de
langue maternelle autre que
le français","0,827","0,982","0,701","0,827",
33,1,"Autres enfants
dans le
ménageb",aucun autre enfanta,1,1,1,1,
33,1,,"enfant majoritairement de
langue maternelle française","1,646","1,594","3,093","1,885",
33,1,,"enfant majoritairement de
langue maternelle autre que
le français","0,476","0,547","0,395","0,576",
33,1,"Part de la population de langue maternelle
française dans la SDR (%)c",,"1,023","1,017","1,033","1,016",
33,1,"Part de la population universitaire dans la SDR
(%)c",,"1,021","1,016","1,010","1,011",
33,1,"Revenu relatif des familles francophones dans
la SDRc",,"1,460","1,390","2,034","2,151",
33,1,"Part de la population née au Québec dans
la SDR (%)c",,"1,001","1,003","1,004","1,009",
33,1,"Part de la population immigrante dans la SDR
(%)c",,"0,998","0,997","1,001","0,996",
33,1,nombre de familles,,43 631,31 046,29 372,7 583,
33,1,nombre d’enfants,,65 461,46 002,43 915,11 282,
33,1,pseudo r2,,"0,128","0,061","0,150","0,071",
39,1,Variable,Valeur,Canada hors Québec,,Québec,,
39,1,,,"Familles
endogames","Familles
exogames","Familles
exogames",,
39,1,Nombre d’enfants,,33 718,65 461,43 915,,
39,1,Nombre de familles,,22 289,43 461,29 372,,
39,1,"Type de famille
(%)","exogame maternelle, fran-
çais connu par le pèrea",—,"14,1","48,9",,
39,1,,"exogame maternelle, fran-
çais non connu par le père",—,"37,7","5,0",,
39,1,,"exogame paternelle, fran-
çais connu par la mère",—,"15,8","42,0",,
39,1,,"exogame paternelle, fran-
çais non connu par la mère",—,"32,5","4,1",,
39,1,"Parents
de langue
maternelle
non officielle
(%)",mère et père allophones,"4,7","2,9","3,9",,
39,1,,père allophone seulement,"0,4","6,2","24,2",,
39,1,,mère allophone seulement,"0,4","7,1","21,4",,
39,1,,aucun des deuxa,"94,5","83,7","50,5",,
39,1,"Groupe d’âge
de la mère à la
naissance de
l’enfant
(%)",15 à 24 ans,"12,7","9,5","9,3",,
39,1,,25 à 29 ansa,"36,2","27,4","27,0",,
39,1,,30 à 34 ans,"34,9","37,1","37,3",,
39,1,,35 à 39 ans,"13,4","20,8","21,1",,
39,1,,40 ans et plus,"2,8","5,3","5,3",,
39,1,"Sexe de
l’enfant
(%)",fille,"50,8","50,5","51,1",,
39,1,,garçona,"49,3","49,5","48,9",,
39,1,"Groupe d’âge
de l’enfant
(%)",3 à 5 ansa,"34,8","36,2","39,5",,
39,1,,6 à 11 ans,"65,3","63,8","60,5",,
39,1,"Nombre
d’enfants
mineurs dans
la famille
(%)",1,"14,6","15,5","16,0",,
39,1,,2a,"55,6","55,2","53,9",,
39,1,,3,"21,5","21,6","22,1",,
39,1,,4 et plus,"8,2","7,7","8,1",,
40,1,Variable,Valeur,Canada hors Québec,,Québec,,
40,1,,,"Familles
endogames","Familles
exogames","Familles
exogames",,
40,1,"Autres adultes
dans le ménage
(%)",aucun autre adultea,"95,9","95,3","96,4",,
40,1,,"adultes majoritairement de
langue maternelle française","2,8","1,0","1,5",,
40,1,,"adultes majoritairement de
langue maternelle autre que
le français","1,2","3,7","2,1",,
40,1,"Autres enfantsa
dans le ménage
(%)",aucun autre enfanta,"97,9","97,4","97,6",,
40,1,,"enfant majoritairement de
langue maternelle française","1,7","0,5","1,5",,
40,1,,"enfant majoritairement de
langue maternelle autre que
le français","0,4","2,2","0,9",,
40,1,"Part de la population de langue maternelle
française dans la SDR (%)b",,"28,6c","3,1c","75,5c",,
40,1,"Part de la population universitaire dans
la SDR (%)b",,"14,5c","19,7c","22,9c",,
40,1,"Revenu relatif des familles francophones
dans la SDRb",,"0,97c","0,94c","1,02c",,
40,1,"Part de la population née au Québec dans
la SDR (%)b",,"17,8c","28,8c","91,4c",,
40,1,"Part de la population immigrante dans
la SDR (%)b",,"6,0c","14,7c","9,5c",,
