page,table_id,col_1,col_2
28,1,60,70
28,1,64,1
28,1,72,11
28,1,84,19
28,1,108,40
28,1,180,1
28,1,Durée de la vie du preneur,13
28,1,"Jusqu’à la majorité du
bailleur",4
28,1,Indéterminé,4
28,1,Total,682
29,1,Mois,Nombre de baux
29,1,Janvier,9
29,1,Février,18
29,1,Mars,92
29,1,Avril,157
29,1,Mai,37
29,1,Juin,11
29,1,Juillet,10
29,1,Août,6
29,1,Septembre,244
29,1,Octobre,49
29,1,Novembre,39
29,1,Décembre,9
29,1,Inconnu,1
29,1,Total,682
